"112年07月21日 每5秒指數統計"
"時間","發行量加權股價指數","未含金融保險股指數","未含電子股指數","未含金融電子股指數","水泥類指數","食品類指數","塑膠類指數","紡織纖維類指數","電機機械類指數","電器電纜類指數","化學生技醫療類指數","化學類指數","生技醫療類指數","玻璃陶瓷類指數","造紙類指數","鋼鐵類指數","橡膠類指數","汽車類指數","電子類指數","半導體類指數","電腦及週邊設備類指數","光電類指數","通信網路類指數","電子零組件類指數","電子通路類指數","資訊服務類指數","其他電子類指數","建材營造類指數","航運類指數","觀光餐旅類指數","金融保險類指數","貿易百貨類指數","油電燃氣類指數","綠能環保類指數","數位雲端類指數","運動休閒類指數","居家生活類指數","其他類指數",
="09:06:35","16,869.02","14,600.65","18,383.40","15,172.92","164.06","2,097.21","229.31","600.70","318.94","108.14","130.38","153.17","75.73","50.45","376.62","144.64","243.88","419.59","819.24","371.56","235.49","37.29","137.34","192.26","185.97","173.42","105.16","374.36","146.80","145.41","1,660.67","289.48","107.15","93.98","92.69","98.52","95.25","379.32",
="09:06:40","16,868.27","14,599.94","18,381.36","15,170.56","164.06","2,097.02","229.40","600.69","318.93","108.14","130.36","153.16","75.71","50.45","376.08","144.53","243.88","419.61","819.23","371.57","235.42","37.30","137.35","192.27","185.98","173.44","105.16","374.47","146.69","145.51","1,660.65","289.46","107.15","93.98","92.30","98.59","95.25","379.02",
="09:06:45","16,867.24","14,598.51","18,384.97","15,173.40","164.00","2,096.86","229.39","600.69","319.06","108.12","130.37","153.16","75.72","50.45","376.57","144.67","243.84","419.60","819.06","371.52","235.50","37.30","137.35","192.29","185.98","173.42","104.86","374.42","146.79","145.51","1,661.01","289.78","107.15","94.06","92.30","98.59","95.25","379.02",
="09:06:50","16,868.13","14,599.79","18,382.95","15,172.41","164.06","2,096.90","229.40","600.68","319.16","108.12","130.30","153.13","75.66","50.46","376.54","144.67","243.84","419.61","819.18","371.52","235.40","37.30","137.35","192.28","185.96","173.39","105.18","374.42","146.70","145.55","1,660.67","289.81","107.15","93.98","92.30","98.59","95.25","378.95",
="09:06:55","16,874.85","14,606.49","18,383.84","15,173.93","164.06","2,097.09","229.42","600.69","319.27","108.10","130.31","153.15","75.66","50.46","376.42","144.66","243.80","419.61","819.68","372.05","235.47","37.29","137.34","192.18","185.99","173.36","104.87","374.42","146.74","145.53","1,660.56","289.81","107.15","93.98","92.43","98.59","95.25","379.05",
="09:07:00","16,875.03","14,606.75","18,383.69","15,174.09","164.06","2,097.20","229.51","601.08","319.30","108.11","130.30","153.12","75.65","50.46","376.54","144.55","243.80","419.58","819.69","372.05","235.49","37.29","137.36","192.19","186.06","173.16","104.88","374.42","146.64","145.51","1,660.48","289.81","107.14","94.06","92.43","98.57","95.25","379.38",
="09:07:05","16,876.37","14,608.87","18,381.61","15,174.45","164.12","2,096.98","229.51","600.99","319.24","108.11","130.30","153.11","75.67","50.36","376.48","144.55","243.80","419.63","819.85","372.04","235.45","37.29","137.37","192.17","186.09","173.12","105.20","374.40","146.70","145.46","1,659.78","289.78","107.15","93.98","92.43","98.56","95.25","379.44",
="09:07:10","16,877.12","14,609.24","18,384.25","15,176.32","164.19","2,096.98","229.59","600.99","319.34","108.11","130.29","153.09","75.66","50.36","376.42","144.68","243.80","419.64","819.84","372.02","235.50","37.28","137.36","192.18","186.08","173.07","105.21","374.40","146.78","145.43","1,660.10","289.78","107.15","93.98","92.43","98.57","95.25","379.15",
="09:07:15","16,866.00","14,598.06","18,383.37","15,174.21","164.19","2,096.75","229.48","600.91","319.00","108.12","130.28","153.09","75.64","50.36","376.65","144.54","243.80","419.68","819.00","371.55","235.42","37.30","137.33","192.14","186.09","173.03","104.89","374.40","146.81","145.45","1,660.35","289.78","107.15","93.98","92.43","98.53","95.25","379.44",
="09:07:20","16,877.14","14,609.69","18,381.28","15,174.29","164.12","2,096.75","229.48","600.91","318.91","108.13","130.28","153.06","75.66","50.36","376.65","144.65","243.66","419.71","819.92","372.05","235.52","37.29","137.32","192.26","186.18","173.02","105.22","374.40","146.79","145.50","1,659.72","289.78","107.15","93.98","92.43","98.53","95.25","379.43",
="09:07:25","16,864.72","14,597.74","18,379.34","15,172.76","164.12","2,096.63","229.31","600.91","318.92","108.12","130.27","153.08","75.64","50.36","376.60","144.65","243.66","419.76","819.01","371.55","235.43","37.29","137.33","192.15","186.10","173.01","104.88","374.43","146.78","145.47","1,659.53","289.78","107.15","93.98","92.43","98.53","95.25","379.44",
="09:07:30","16,865.29","14,598.14","18,379.42","15,172.25","164.12","2,096.86","229.31","600.91","319.01","108.12","130.26","153.08","75.63","50.36","376.66","144.66","243.66","419.75","819.05","371.57","235.47","37.30","137.30","192.20","186.01","172.93","104.89","374.43","146.76","145.46","1,659.68","289.78","107.15","93.98","92.43","98.53","95.25","379.18",
="09:07:35","16,865.42","14,598.07","18,378.42","15,170.37","164.12","2,096.63","229.30","600.90","318.94","108.09","130.27","153.10","75.63","50.36","376.60","144.62","243.66","419.71","819.09","371.61","235.38","37.30","137.35","192.19","186.11","172.96","104.89","374.44","146.66","145.48","1,659.84","289.78","107.14","93.98","92.43","98.54","95.25","379.18",
="09:07:40","16,877.83","14,610.00","18,382.49","15,174.43","164.12","2,096.57","229.57","600.90","319.07","108.09","130.24","153.14","75.57","50.34","376.54","144.62","243.66","419.66","819.94","372.13","235.41","37.29","137.34","192.20","186.02","172.96","105.21","374.51","146.70","145.47","1,660.04","289.78","107.14","94.01","92.56","98.54","95.25","379.48",
="09:07:45","16,879.01","14,610.29","18,386.56","15,176.23","164.12","2,096.34","229.65","600.90","319.08","108.11","130.26","153.16","75.59","50.34","376.60","144.65","243.66","419.65","819.93","372.08","235.46","37.29","137.34","192.26","186.02","172.91","105.21","374.51","146.78","145.49","1,660.79","289.78","107.14","94.01","92.56","98.54","95.25","379.50",
="09:07:50","16,877.53","14,609.79","18,381.12","15,173.12","164.12","2,096.46","229.57","600.82","318.84","108.02","130.29","153.22","75.60","50.34","376.42","144.63","243.66","419.62","819.96","372.10","235.34","37.29","137.35","192.36","186.03","172.88","105.22","374.51","146.66","145.51","1,659.96","289.78","107.14","93.93","92.56","98.56","95.25","379.47",
="09:07:55","16,869.08","14,601.60","18,380.32","15,172.45","164.12","2,096.46","229.57","600.82","318.93","108.03","130.23","153.20","75.54","50.34","376.31","144.62","243.66","419.53","819.32","371.59","235.46","37.29","137.35","192.34","186.01","172.88","105.22","374.51","146.66","145.55","1,659.89","289.46","107.14","94.00","92.55","98.56","95.25","379.52",
="09:08:00","16,869.84","14,602.11","18,381.60","15,173.14","164.12","2,096.23","229.57","600.83","319.02","108.03","130.27","153.29","75.54","50.34","376.49","144.50","243.62","419.61","819.35","371.60","235.41","37.29","137.34","192.41","186.01","172.90","105.21","374.52","146.79","145.54","1,660.10","289.52","107.14","93.96","92.55","98.53","95.25","379.45",
="09:08:05","16,871.11","14,603.25","18,383.67","15,175.23","164.12","2,097.87","229.66","600.56","319.03","108.03","130.26","153.26","75.54","50.34","376.49","144.65","243.62","419.53","819.39","371.62","235.50","37.28","137.34","192.39","185.98","173.06","105.22","374.52","146.76","145.45","1,660.19","289.85","107.14","93.96","92.55","98.51","95.25","379.46",
="09:08:10","16,870.73","14,602.32","18,384.84","15,174.65","164.12","2,097.87","229.53","600.56","319.15","108.03","130.28","153.26","75.56","50.35","376.42","144.63","243.62","419.46","819.33","371.59","235.50","37.28","137.34","192.34","185.98","173.12","105.20","374.51","146.79","145.32","1,660.67","289.85","107.14","93.96","92.55","98.52","95.25","379.48",
="09:08:15","16,878.90","14,610.32","18,383.11","15,172.58","164.12","2,096.19","229.53","600.56","319.20","108.02","130.28","153.28","75.55","50.35","376.66","144.63","243.66","419.56","820.01","372.10","235.48","37.27","137.37","192.39","185.98","173.06","105.21","374.50","146.66","145.21","1,660.67","289.85","107.14","93.96","92.29","98.52","95.25","379.48",
="09:08:20","16,876.74","14,608.51","18,380.45","15,170.52","164.12","2,096.31","229.45","600.95","319.11","108.02","130.31","153.31","75.57","50.35","376.63","144.50","243.66","419.51","819.91","372.10","235.47","37.28","137.12","192.37","185.96","173.05","105.23","374.50","146.60","145.16","1,660.40","289.85","107.14","94.04","92.30","98.51","95.25","379.48",
="09:08:25","16,878.36","14,609.82","18,382.61","15,172.11","164.12","2,096.31","229.45","600.95","319.03","108.01","130.32","153.31","75.58","50.35","376.66","144.50","243.66","419.40","819.98","372.08","235.62","37.28","137.13","192.37","185.96","173.09","105.25","374.45","146.82","145.14","1,660.64","289.85","107.14","94.04","92.30","98.53","95.25","379.47",
="09:08:30","16,878.23","14,610.28","18,380.59","15,171.80","164.18","2,096.24","229.45","601.03","319.11","108.02","130.29","153.23","75.59","50.35","376.65","144.64","243.66","419.43","820.02","372.11","235.50","37.31","137.13","192.42","185.97","173.10","105.26","374.44","146.64","145.05","1,660.13","289.92","107.14","94.03","92.30","98.53","95.25","379.48",
="09:08:35","16,877.13","14,609.83","18,378.99","15,172.11","164.18","2,096.31","229.44","601.11","319.21","108.10","130.32","153.30","75.58","50.46","376.59","144.64","243.66","418.98","819.98","372.11","235.55","37.29","137.11","192.35","185.97","173.10","105.26","374.44","146.67","145.01","1,659.59","289.92","107.14","94.03","92.30","98.56","95.25","379.47",
="09:08:40","16,870.89","14,603.65","18,379.02","15,171.88","164.12","2,096.31","229.45","601.11","319.23","108.12","130.28","153.23","75.58","50.46","376.71","144.65","243.66","419.00","819.50","371.69","235.65","37.30","137.10","192.40","185.97","173.10","105.25","374.50","146.64","145.05","1,659.65","289.92","107.14","94.03","92.32","98.58","95.25","379.37",
="09:08:45","16,873.66","14,605.12","18,383.80","15,173.15","164.12","2,096.31","229.45","601.11","319.14","108.12","130.30","153.22","75.61","50.46","377.07","144.67","243.62","419.08","819.59","371.68","235.65","37.30","137.34","192.41","185.99","173.15","105.25","374.50","146.66","145.03","1,660.74","289.91","107.25","94.03","92.30","98.58","95.25","379.37",
="09:08:50","16,874.69","14,606.78","18,383.63","15,175.28","164.12","2,096.01","229.45","601.23","319.21","108.15","130.32","153.25","75.61","50.35","376.77","144.69","243.62","419.89","819.67","371.72","235.69","37.29","137.35","192.45","185.98","173.14","105.26","374.50","146.66","145.00","1,660.17","289.98","107.24","94.03","92.30","98.58","95.25","379.32",
="09:08:55","16,875.98","14,608.24","18,382.92","15,175.16","164.12","2,096.23","229.54","601.19","319.21","108.15","130.35","153.32","75.61","50.35","376.95","144.56","243.62","419.84","819.79","371.70","235.92","37.31","137.34","192.53","185.99","173.19","105.26","374.50","146.64","144.95","1,659.99","289.98","107.25","94.04","92.30","98.58","95.25","379.31",
="09:09:00","16,876.35","14,608.79","18,381.36","15,173.97","164.12","2,096.20","229.45","601.31","319.34","108.15","130.36","153.35","75.60","50.35","376.90","144.56","243.62","419.84","819.86","371.71","235.93","37.31","137.35","192.63","186.00","173.24","105.27","374.51","146.64","144.97","1,659.83","289.98","107.25","94.04","92.30","98.56","94.69","379.31",
="09:09:05","16,885.60","14,617.52","18,381.26","15,172.69","163.99","2,096.27","229.45","601.30","319.21","108.07","130.36","153.36","75.60","50.35","377.22","144.58","243.62","419.85","820.58","372.24","235.94","37.31","137.34","192.69","186.00","173.20","105.28","374.52","146.51","144.98","1,660.11","289.91","107.25","94.13","92.30","98.56","94.69","379.54",
="09:09:10","16,876.61","14,608.72","18,380.71","15,172.03","163.99","2,096.04","229.45","601.42","319.18","108.07","130.37","153.32","75.64","50.35","377.22","144.54","243.62","419.90","819.90","371.74","235.86","37.31","137.33","192.68","186.02","173.16","105.29","374.61","146.43","144.89","1,660.11","289.94","107.25","94.13","92.30","98.59","94.69","379.53",
="09:09:15","16,885.46","14,617.32","18,381.57","15,172.83","163.99","2,095.98","229.45","601.54","319.30","108.08","130.37","153.31","75.64","50.35","377.07","144.56","243.62","419.86","820.56","372.30","235.98","37.31","137.35","192.79","186.02","173.15","104.97","374.61","146.46","144.89","1,660.16","289.94","107.25","94.13","92.30","98.59","94.69","379.53",
="09:09:20","16,889.18","14,620.15","18,382.57","15,171.12","163.99","2,094.91","229.45","601.53","319.31","108.07","130.33","153.22","75.64","50.46","377.08","144.43","243.62","419.83","820.82","372.31","236.04","37.30","137.39","192.90","186.01","173.17","105.29","374.63","146.44","144.87","1,660.87","289.94","107.25","94.13","92.30","98.59","94.69","379.54",
="09:09:25","16,887.87","14,619.50","18,380.17","15,170.49","163.99","2,096.36","229.54","601.65","319.21","108.08","130.34","153.24","75.65","50.46","378.00","144.39","243.62","419.84","820.78","372.27","236.09","37.33","137.41","192.82","186.01","173.17","105.29","374.63","146.23","144.86","1,660.33","289.94","107.25","94.13","92.30","98.60","94.69","379.53",
="09:09:30","16,889.70","14,620.76","18,382.27","15,171.12","164.18","2,096.27","229.55","601.41","319.35","108.16","130.35","153.24","75.65","50.46","377.88","144.40","243.62","419.96","820.87","372.30","236.08","37.33","137.41","192.92","186.02","173.19","105.28","374.64","146.27","144.71","1,660.78","289.94","107.25","94.13","92.30","98.59","94.69","379.23",
="09:09:35","16,889.58","14,620.52","18,382.41","15,170.88","164.05","2,096.43","229.46","601.41","319.36","108.18","130.45","153.28","75.75","50.46","378.12","144.40","243.62","419.94","820.85","372.31","236.02","37.33","137.40","192.92","186.04","173.21","105.28","374.64","146.25","144.71","1,660.88","289.64","107.24","94.13","92.30","98.59","94.68","379.51",
="09:09:40","16,887.02","14,617.73","18,383.91","15,171.62","164.00","2,096.48","229.49","601.53","319.34","108.16","130.44","153.27","75.74","50.46","378.41","144.37","243.62","419.94","820.62","372.29","235.93","37.34","137.42","192.91","186.06","173.21","104.95","374.57","146.27","144.69","1,661.14","289.96","107.24","94.13","92.30","98.60","94.68","379.51",
="09:09:45","16,890.47","14,620.86","18,383.96","15,170.83","164.07","2,096.52","229.27","601.26","319.33","108.19","130.47","153.28","75.77","50.46","378.47","144.50","243.62","419.85","820.88","372.32","236.06","37.32","137.43","192.95","186.04","173.26","105.25","374.57","146.26","144.70","1,661.35","289.96","107.25","94.13","92.30","98.61","94.68","379.51",
="09:09:50","16,892.14","14,622.50","18,385.04","15,172.13","164.13","2,096.55","229.36","601.27","319.41","108.19","130.46","153.26","75.77","50.57","378.35","144.52","243.62","419.93","820.98","372.36","236.11","37.32","137.42","192.97","186.04","173.25","105.29","374.59","146.23","144.57","1,661.34","289.98","107.25","94.13","92.30","98.62","94.68","379.56",
="09:09:55","16,897.93","14,628.86","18,382.25","15,171.23","164.13","2,096.95","229.36","601.27","319.38","108.11","130.50","153.31","75.79","50.57","378.46","144.54","243.62","419.91","821.51","372.80","236.05","37.31","137.42","192.95","186.04","173.23","105.29","374.59","146.19","144.53","1,660.75","289.98","107.25","94.05","92.30","98.62","94.68","379.34",
="09:10:00","16,897.60","14,628.90","18,380.90","15,170.96","164.19","2,097.21","229.27","601.27","319.29","108.08","130.49","153.27","75.81","50.57","378.41","144.52","243.62","419.95","821.52","372.77","236.17","37.30","137.44","192.96","186.04","173.23","105.29","374.58","146.18","144.45","1,660.42","290.00","107.24","94.05","92.30","98.62","94.68","379.65",
